state,region,sex,marital_status,no_of_active_loan_in_bureau,avg_disbursement_amount_bureau,non_agriculture_income,total_land_for_agriculture,k022_village_category_based_on_agri_parameters_good_average_poor,k022_proximity_to_nearest_mandi_km,k022_proximity_to_nearest_railway_km,ko22_village_score_based_on_socio_economic_parameters_0_to_100,k022_village_category_based_on_socio_economic_parameters_good_average_poor,k022_seasonal_average_rainfall_mm,r022_village_category_based_on_agri_parameters_good_average_poor,r022_seasonal_average_rainfall_mm,k021_seasonal_average_rainfall_mm,r021_seasonal_average_rainfall_mm,r020_seasonal_average_rainfall_mm,perc_of_house_with_6plus_room,women_15_19_mothers_or_pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_households_with_pucca_house_that_has_more_than_3_rooms,mat_roof_metal_gi_asbestos_sheets,perc_of_wall_material_with_burnt_brick,households_with_improved_sanitation_facility,perc_households_do_not_have_kcc_with_the_credit_limit_of_50k,k022_total_geographical_area_in_hectares,k022_net_agri_area_in_ha,k022_net_agri_area_of_total_geog_area,kharif_seasons_irrigated_area_in_2022,kharif_seasons_cropping_density_in_2022,kharif_seasons_agricultural_performance_in_2022,kharif_seasons_agricultural_score_in_2022,kharif_seasons_type_of_soil_in_2022,kharif_seasons_type_of_water_bodies_in_hectares_2022,kharif_seasons_agro_ecological_sub_zone_in_2022,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2022,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_season_irrigated_area_in_2022,rabi_seasons_cropping_density_in_2022,rabi_seasons_agricultural_performance_in_2022,rabi_seasons_agricultural_score_in_2022,rabi_seasons_type_of_soil_in_2022,rabi_seasons_type_of_water_bodies_in_hectares_2022,rabi_seasons_agro_ecological_sub_zone_in_2022,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2022,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_kharif_season_irrigated_area_in_2021,rabi_seasons_cropping_density_in_2021,rabi_seasons_agricultural_performance_in_2021,rabi_seasons_agricultural_score_in_2021,rabi_seasons_type_of_soil_in_2021,rabi_seasons_type_of_water_bodies_in_hectares_2021,rabi_seasons_agro_ecological_sub_zone_in_2021,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2021,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2021,kharif_seasons_cropping_density_in_2021,kharif_seasons_agricultural_performance_in_2021,kharif_seasons_agricultural_score_in_2021,kharif_seasons_type_of_soil_in_2021,kharif_seasons_type_of_water_bodies_in_hectares_2021,kharif_seasons_agro_ecological_sub_zone_in_2021,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2021,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2020,kharif_seasons_cropping_density_in_2020,kharif_seasons_agricultural_performance_in_2020,kharif_seasons_agricultural_score_in_2020,kharif_seasons_type_of_soil_in_2020,kharif_seasons_type_of_water_bodies_in_hectares_2020,kharif_seasons_agro_ecological_sub_zone_in_2020,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2020,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,rabi_seasons_kharif_season_irrigated_area_in_2020,rabi_seasons_cropping_density_in_2020,rabi_seasons_agricultural_performance_in_2020,rabi_seasons_agricultural_score_in_2020,rabi_seasons_type_of_soil_in_2020,rabi_seasons_type_of_water_bodies_in_hectares_2020,rabi_seasons_agro_ecological_sub_zone_in_2020,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2020,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,night_light_index,village_score_based_on_socio_economic_parameters_non_normalised,village_score_based_on_socio_economic_parameters_0_to_100,village_category_based_on_socio_economic_parameters_good_average_poor,land_holding_index_source_total_agri_area_no_of_people,road_density_km_sqkm,target_income,k022_ambient_temperature_min_max_min,k022_ambient_temperature_min_max_max,k022_ambient_temperature_min_max_range,r022_ambient_temperature_min_max_min,r022_ambient_temperature_min_max_max,r022_ambient_temperature_min_max_range,r021_ambient_temperature_min_max_min,r021_ambient_temperature_min_max_max,r021_ambient_temperature_min_max_range,k021_ambient_temperature_min_max_min,k021_ambient_temperature_min_max_max,k021_ambient_temperature_min_max_range,r020_ambient_temperature_min_max_min,r020_ambient_temperature_min_max_max,r020_ambient_temperature_min_max_range,location_latitude,location_longitude
TELANGANA,SOUTH,M,M,0,,200000,10.0,Poor,14.8,18.4,34.86368175509625,Poor,1446.3,Poor,65.46,934.82,113.18,141.39,2.18,5.8,99.6,6.11,23.43,48.15,76.2,0.11,1274.02,566.69,44.48,15.41,31.97,16.98,13.21,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,83.5,26.54,7.2,23.49,30.99,17.61,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.63,18.56,31.67,40.55,19.47,21.8,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,81.72,30.43,7.2,23.49,20.15,11.46,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.96,25.28,31.67,40.55,29.99,21.58,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.34,37.7,2.09,5.8,20.29,10.83,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,74.68,21.1,0.94,23.2049366811005,34.86368175509625,Poor,0.215437897514076,0.0,10500000,22.13,28.73,6.600000000000001,19.18,30.17,10.990000000000002,18.55,30.54,11.989999999999998,22.23,28.46,6.23,19.9,29.99,10.09,17.7442996,77.6832712
TELANGANA,SOUTH,M,M,0,,0,,Poor,12.7,2.5,35.64362527464799,Poor,1528.52,Poor,58.89,956.94,53.09,145.38,1.11,5.8,99.6,4.51,5.89,37.96,76.2,0.75,1368.3,991.08,72.43,46.46,11.07,31.77,28.69,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,82.98,27.23,32.33,34.45,34.47,25.2,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,75.17,15.09,18.08,52.74,21.99,21.77,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.99,27.96,32.33,34.45,23.85,18.94,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,72.99,20.23,18.08,52.74,18.84,14.97,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.68,34.83,7.61,33.82,9.95,8.81,Mixed Red and Black Soils,['reservoir'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,72.85,21.0,0.92,23.6861920142945,35.64362527464799,Poor,1.53646285501674,1.05,62500,23.26,29.57,6.309999999999999,19.45,29.94,10.490000000000002,18.87,30.19,11.32,23.24,29.39,6.150000000000002,20.05,29.48,9.43,,
ANDHRA PRADESH,SOUTH,M,M,4,199967.5,12050000,30.0,Poor,11.5,0.0,37.22038202251677,Poor,1204.9,Poor,37.75,1027.33,102.39,184.43,1.07,9.6,99.6,3.59,11.4,58.79,79.1,0.48,2150.68,1527.54,71.03,40.22,44.4,13.65,20.83,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.37,22.39,86.19,17.0,12.75,26.53,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,76.2,12.95,86.19,42.74,26.33,41.51,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.24,23.35,86.19,17.0,28.17,32.36,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,74.04,13.73,86.19,42.74,40.16,42.09,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.94,28.45,86.19,66.98,18.22,28.91,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.84,15.88,0.94,24.6591119438012,37.22038202251677,Poor,1.25354100674556,0.61,30000000,25.23,31.83,6.599999999999998,21.75,32.08,10.329999999999998,21.22,32.14,10.920000000000002,25.47,31.82,6.350000000000001,22.55,32.35,9.8,,
ANDHRA PRADESH,SOUTH,M,M,4,171019.5,68100000,20.0,Poor,22.8,8.6,27.000303982811,Average,2123.75,Poor,250.9,1202.32,216.4,122.31,0.95,9.6,99.6,2.71,12.36,56.52,79.1,1.06,1647.56,662.91,40.24,38.17,51.77,15.99,18.95,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,86.25,24.7,24.51,40.72,10.56,11.59,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.45,12.78,28.49,47.55,11.39,18.34,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.2,21.19,24.51,40.72,6.09,9.07,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.69,17.57,28.49,47.55,23.2,18.38,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,83.44,24.81,4.43,19.5,14.73,9.24,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.26,19.25,0.92,18.352928304896,27.000303982811,Average,0.705013400263751,0.09,80000000,24.79,31.11,6.32,21.49,32.22,10.73,21.25,32.63,11.380000000000003,24.78,30.66,5.879999999999999,22.07,31.43,9.36,,
ANDHRA PRADESH,SOUTH,M,M,1,151015.0,51350000,30.0,Poor,6.1,10.0,42.2438417125589,Average,1242.82,Poor,173.46,989.7,158.5,94.25,0.21,9.6,99.6,4.09,9.07,34.5,79.1,0.77,1756.67,614.6,34.99,35.58,57.27,5.1,13.39,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.89,25.69,86.91,29.02,4.36,20.19,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,67.32,16.45,86.91,17.07,8.7,29.05,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.32,27.5,86.91,29.02,2.1,18.94,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,65.52,15.94,86.91,17.07,22.54,32.65,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.16,33.46,86.91,34.89,10.93,23.05,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,64.86,19.28,0.94,27.7587809663829,42.2438417125589,Average,0.535515126167573,4.73,80000000,25.3,31.51,6.210000000000001,21.75,31.6,9.850000000000001,21.63,32.44,10.809999999999999,25.5,31.55,6.050000000000001,22.49,32.27,9.780000000000005,,
ANDHRA PRADESH,SOUTH,M,M,0,,65160000,20.0,Poor,6.1,10.0,42.2438417125589,Average,1242.82,Poor,173.46,989.7,158.5,94.25,0.21,9.6,99.6,4.09,9.07,34.5,79.1,0.77,1756.67,614.6,34.99,35.58,57.27,5.1,13.39,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.89,25.69,86.91,29.02,4.36,20.19,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,67.32,16.45,86.91,17.07,8.7,29.05,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.32,27.5,86.91,29.02,2.1,18.94,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,65.52,15.94,86.91,17.07,22.54,32.65,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,70.16,33.46,86.91,34.89,10.93,23.05,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,64.86,19.28,0.94,27.7587809663829,42.2438417125589,Average,0.535515126167573,4.73,80000000,25.3,31.51,6.210000000000001,21.75,31.6,9.850000000000001,21.63,32.44,10.809999999999999,25.5,31.55,6.050000000000001,22.49,32.27,9.780000000000005,,
MAHARASHTRA,WEST,M,S,4,562250.0,11450000,4.0,Poor,0.0,20.7,47.64718892592457,Average,1958.78,Poor,36.2,1068.1,105.32,305.84,0.64,18.6,97.1,8.34,69.97,32.28,67.8,1.02,1910.11,457.54,23.95,72.34,30.85,9.27,23.96,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,99.85,32.53,85.3,41.45,4.02,19.34,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,90.43,15.25,88.21,19.33,4.46,27.27,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.32,22.41,85.3,41.45,2.95,18.56,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,91.81,22.42,88.21,19.33,6.14,26.06,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.17,26.39,92.21,14.13,4.74,20.75,Shallow Black Soils (with medium and deep Black Soils as  inclusion),"['reservoir, water']",CENTRAL HIGHLANDS (MALWA AND BUNDELKHAND)  HOT SUBHUMID (DRY) ECO-REGION,98.11,18.37,0.95,31.0928552914388,47.64718892592457,Average,0.0761081289682969,0.88,23250000,23.51,30.25,6.739999999999998,18.44,30.47,12.029999999999998,18.06,31.02,12.96,23.29,29.88,6.59,18.28,29.47,11.189999999999998,17.8704378,75.4333137
MAHARASHTRA,WEST,M,M,0,,3400000,10.0,Poor,15.8,16.3,34.06488695028919,Poor,915.64,Poor,142.22,657.18,65.65,119.08,1.9,18.6,97.1,8.2,55.37,40.45,67.8,0.42,2505.43,2158.68,86.16,37.93,50.62,34.04,31.07,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.52,28.07,68.98,48.77,0.47,19.44,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.46,18.11,89.23,45.78,18.33,40.81,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.46,26.83,68.98,48.77,11.34,23.84,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.14,24.39,89.23,45.78,42.41,45.54,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.61,30.95,91.45,80.45,40.38,41.38,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.06,21.3,0.98,22.712049375412,34.06488695028919,Poor,0.227571069837461,2.31,18000000,22.48,29.4,6.919999999999998,21.53,32.28,10.75,21.71,32.89,11.18,22.36,29.28,6.920000000000002,22.06,32.34,10.280000000000005,,
MAHARASHTRA,WEST,M,M,3,79618.0,8400000,3.0,Poor,11.1,18.9,37.27192345491186,Poor,982.9,Poor,98.48,811.62,49.19,122.77,0.96,18.6,97.1,8.34,70.69,32.37,67.8,1.02,1140.0,969.44,85.04,34.15,70.67,30.02,25.11,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.26,28.91,75.3,17.79,0.04,16.95,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.18,18.51,90.77,23.85,22.24,37.6,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.77,26.43,75.3,17.79,12.96,22.34,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.82,25.43,90.77,23.85,61.91,50.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.97,30.94,94.83,66.83,35.38,36.38,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.26,22.26,0.97,24.6909150020981,37.27192345491186,Poor,0.286061636155471,0.0,10000000,22.48,29.17,6.690000000000001,21.47,32.09,10.620000000000005,21.61,32.67,11.060000000000002,22.32,29.04,6.719999999999999,21.97,32.06,10.090000000000003,17.8035446,75.6487287
MAHARASHTRA,WEST,F,M,0,,9340000,1.0,Poor,11.1,18.9,37.27192345491186,Poor,982.9,Poor,98.48,811.62,49.19,122.77,0.96,18.6,97.1,8.34,70.69,32.37,67.8,1.02,1140.0,969.44,85.04,34.15,70.67,30.02,25.11,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.26,28.91,75.3,17.79,0.04,16.95,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.18,18.51,90.77,23.85,22.24,37.6,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.77,26.43,75.3,17.79,12.96,22.34,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.82,25.43,90.77,23.85,61.91,50.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.97,30.94,94.83,66.83,35.38,36.38,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.26,22.26,0.97,24.6909150020981,37.27192345491186,Poor,0.286061636155471,0.0,13000000,22.48,29.17,6.690000000000001,21.47,32.09,10.620000000000005,21.61,32.67,11.060000000000002,22.32,29.04,6.719999999999999,21.97,32.06,10.090000000000003,17.7558662,75.5779941
MAHARASHTRA,WEST,M,NK,0,,0,,Poor,15.7,30.7,33.68967804110265,Poor,907.56,Poor,160.55,542.61,68.2,130.7,1.23,18.6,97.1,7.41,58.06,41.24,67.8,0.67,1886.29,1511.57,80.13,34.46,70.02,27.83,25.74,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.47,26.35,48.93,8.29,0.66,13.78,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.47,16.57,79.28,52.82,18.73,37.28,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.3,25.68,48.93,8.29,1.52,14.09,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.59,21.44,79.28,52.82,46.14,42.69,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.6,28.92,82.06,82.84,28.78,32.79,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['river'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.9,21.15,0.98,22.4805309589096,33.68967804110265,Poor,0.261536305406275,2.31,87833,22.08,28.73,6.650000000000002,20.64,31.5,10.86,20.86,32.0,11.14,21.96,28.58,6.619999999999997,21.15,31.59,10.440000000000001,,
MAHARASHTRA,WEST,M,M,0,,6375000,5.0,Poor,11.1,18.9,37.27192345491186,Poor,982.9,Poor,98.48,811.62,49.19,122.77,0.96,18.6,97.1,8.34,70.69,32.37,67.8,1.02,1140.0,969.44,85.04,34.15,70.67,30.02,25.11,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.26,28.91,75.3,17.79,0.04,16.95,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.18,18.51,90.77,23.85,22.24,37.6,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.77,26.43,75.3,17.79,12.96,22.34,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,97.82,25.43,90.77,23.85,61.91,50.21,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,100.97,30.94,94.83,66.83,35.38,36.38,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.26,22.26,0.97,24.6909150020981,37.27192345491186,Poor,0.286061636155471,0.0,11750000,22.48,29.17,6.690000000000001,21.47,32.09,10.620000000000005,21.61,32.67,11.060000000000002,22.32,29.04,6.719999999999999,21.97,32.06,10.090000000000003,17.7528692,75.5757843
MAHARASHTRA,WEST,M,M,2,100000.0,12000000,2.5,Poor,14.6,0.1,34.61188672416633,Poor,903.43,Poor,117.65,489.82,71.12,125.01,1.03,18.6,97.1,5.06,48.22,35.53,67.8,0.41,1751.59,1095.46,62.54,33.56,54.67,26.03,23.45,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.2,27.97,70.0,65.39,1.31,17.09,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.89,17.66,87.6,53.78,10.71,34.76,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.44,27.31,70.0,65.39,7.35,19.37,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.03,23.65,87.6,53.78,51.77,45.85,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.94,30.69,87.81,71.05,21.44,29.42,Shallow Black Soils (with medium and deep Black Soils as  inclusion),['water'],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,93.94,22.32,0.98,23.049569403254,34.61188672416633,Poor,0.208723851405293,2.87,12000000,21.94,28.65,6.709999999999997,21.04,31.67,10.630000000000003,21.33,32.37,11.04,21.91,28.49,6.579999999999998,21.58,31.89,10.310000000000002,,
TELANGANA,SOUTH,M,M,0,,8500000,10.0,Poor,2.9,15.6,44.57668174977489,Average,1272.86,Poor,53.59,1005.38,168.52,261.73,1.05,5.8,99.6,2.3,18.76,64.01,76.2,0.2,1086.87,756.62,69.61,77.09,63.87,13.69,28.17,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,87.06,21.81,76.61,84.69,29.0,30.47,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,83.09,12.6,81.88,82.97,26.96,42.13,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,85.8,22.27,76.61,84.69,5.67,18.96,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.55,13.23,81.88,82.97,42.9,40.03,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,84.1,27.52,66.4,85.25,34.81,30.36,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.87,15.76,0.96,29.1982335437233,44.57668174977489,Average,0.279212056800401,1.25,10000000,25.17,31.86,6.689999999999998,21.52,31.88,10.36,20.93,31.91,10.98,25.43,31.86,6.43,22.41,32.23,9.819999999999997,16.9776483,80.0167466
